"","session","sender","receiver","sender_dialog","sender_id","sender_gender","receiver_id","receiver_gender"
"4330",2113,"Will","Saleh","question",2,"male",3,"male"
"4331",2113,"Saleh","Will","statement",3,"male",2,"male"
"4332",2113,"Will","Vika","statement",2,"male",5,"female"
"4333",2113,"Vika","Ashley","backchannel",5,"female",1,"female"
"4334",2113,"Ashley","Vika","statement",1,"female",5,"female"
"4335",2113,"Vika","Will","question",5,"female",2,"male"
"4336",2113,"Will","Ashley","statement",2,"male",1,"female"
"4337",2113,"Ashley","Saleh","disruption",1,"female",3,"male"
"4338",2113,"Saleh","Vika","statement",3,"male",5,"female"
"4339",2113,"Vika","Ashley","question",5,"female",1,"female"
"4340",2113,"Ashley","Vika","floor-grabber",1,"female",5,"female"
"4341",2113,"Vika","Ashley","statement",5,"female",1,"female"
"4342",2113,"Ashley","Vika","question",1,"female",5,"female"
"4343",2113,"Vika","Saleh","statement",5,"female",3,"male"
"4344",2113,"Saleh","Saleh","statement",3,"male",3,"male"
"4345",2113,"Saleh","Will","statement",3,"male",2,"male"
"4346",2113,"Will","Vika","statement",2,"male",5,"female"
"4347",2113,"Vika","Ashley","statement",5,"female",1,"female"
"4348",2113,"Ashley","Oleg","statement",1,"female",4,"male"
"4349",2113,"Oleg","Will","statement",4,"male",2,"male"
"4350",2113,"Will","Vika","question",2,"male",5,"female"
"4351",2113,"Vika","Ashley","statement",5,"female",1,"female"
"4352",2113,"Ashley","Will","statement",1,"female",2,"male"
"4353",2113,"Will","Ashley","statement",2,"male",1,"female"
"4354",2113,"Ashley","Oleg","statement",1,"female",4,"male"
"4355",2113,"Oleg","Will","statement",4,"male",2,"male"
"4356",2113,"Will","Oleg","statement",2,"male",4,"male"
"4357",2113,"Oleg","Will","statement",4,"male",2,"male"
"4358",2113,"Will","Will","statement",2,"male",2,"male"
"4359",2113,"Will","Will","statement",2,"male",2,"male"
"4360",2113,"Will","Oleg","floor-grabber",2,"male",4,"male"
"4361",2113,"Oleg","Will","statement",4,"male",2,"male"
"4362",2113,"Will","Ashley","statement",2,"male",1,"female"
"4363",2113,"Ashley","Oleg","statement",1,"female",4,"male"
"4364",2113,"Oleg","Ashley","floor-grabber",4,"male",1,"female"
"4365",2113,"Ashley","Vika","statement",1,"female",5,"female"
"4366",2113,"Vika","Ashley","statement",5,"female",1,"female"
"4367",2113,"Ashley","Vika","statement",1,"female",5,"female"
"4368",2113,"Vika","Ashley","question",5,"female",1,"female"
"4369",2113,"Ashley","Vika","statement",1,"female",5,"female"
"4370",2113,"Vika","Ashley","statement",5,"female",1,"female"
"4371",2113,"Ashley","Will","statement",1,"female",2,"male"
"4372",2113,"Will","Ashley","question",2,"male",1,"female"
"4373",2113,"Ashley","Vika","statement",1,"female",5,"female"
"4374",2113,"Vika","Ashley","question",5,"female",1,"female"
"4375",2113,"Ashley","Vika","statement",1,"female",5,"female"
"4376",2113,"Vika","Ashley","statement",5,"female",1,"female"
