"","session","sender","receiver","sender_dialog","sender_id","sender_gender","receiver_id","receiver_gender"
"3411",2105,"Saleh","Will","statement",3,"male",2,"male"
"3412",2105,"Will","Saleh","statement",2,"male",3,"male"
"3413",2105,"Saleh","Ashley","statement",3,"male",1,"female"
"3414",2105,"Ashley","Vika","question",1,"female",5,"female"
"3415",2105,"Vika","Will","statement",5,"female",2,"male"
"3416",2105,"Will","Saleh","question",2,"male",3,"male"
"3417",2105,"Saleh","Will","statement",3,"male",2,"male"
"3418",2105,"Will","Vika","question",2,"male",5,"female"
"3419",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3420",2105,"Ashley","Will","backchannel",1,"female",2,"male"
"3421",2105,"Will","Saleh","statement",2,"male",3,"male"
"3422",2105,"Saleh","Will","statement",3,"male",2,"male"
"3423",2105,"Will","Vika","statement",2,"male",5,"female"
"3424",2105,"Vika","Will","question",5,"female",2,"male"
"3425",2105,"Will","Saleh","statement",2,"male",3,"male"
"3426",2105,"Saleh","Vika","statement",3,"male",5,"female"
"3427",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3428",2105,"Oleg","Saleh","question",4,"male",3,"male"
"3429",2105,"Saleh","Vika","statement",3,"male",5,"female"
"3430",2105,"Vika","Saleh","statement",5,"female",3,"male"
"3431",2105,"Saleh","Oleg","statement",3,"male",4,"male"
"3432",2105,"Oleg","Oleg","disruption",4,"male",4,"male"
"3433",2105,"Oleg","Vika","disruption",4,"male",5,"female"
"3434",2105,"Vika","Oleg","question",5,"female",4,"male"
"3435",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3436",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3437",2105,"Oleg","Ashley","question",4,"male",1,"female"
"3438",2105,"Ashley","Vika","floor-grabber",1,"female",5,"female"
"3439",2105,"Vika","Vika","question",5,"female",5,"female"
"3440",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3441",2105,"Ashley","Saleh","statement",1,"female",3,"male"
"3442",2105,"Saleh","Ashley","question",3,"male",1,"female"
"3443",2105,"Ashley","Saleh","statement",1,"female",3,"male"
"3444",2105,"Saleh","Will","question",3,"male",2,"male"
"3445",2105,"Will","Saleh","question",2,"male",3,"male"
"3446",2105,"Saleh","Will","floor-grabber",3,"male",2,"male"
"3447",2105,"Will","Saleh","question",2,"male",3,"male"
"3448",2105,"Saleh","Vika","statement",3,"male",5,"female"
"3449",2105,"Vika","Will","backchannel",5,"female",2,"male"
"3450",2105,"Will","Oleg","statement",2,"male",4,"male"
"3451",2105,"Oleg","Vika","backchannel",4,"male",5,"female"
"3452",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3453",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3454",2105,"Ashley","Will","statement",1,"female",2,"male"
"3455",2105,"Will","Vika","question",2,"male",5,"female"
"3456",2105,"Vika","Will","statement",5,"female",2,"male"
"3457",2105,"Will","Ashley","statement",2,"male",1,"female"
"3458",2105,"Ashley","Will","question",1,"female",2,"male"
"3459",2105,"Will","Ashley","question",2,"male",1,"female"
"3460",2105,"Ashley","Will","question",1,"female",2,"male"
"3461",2105,"Will","Ashley","statement",2,"male",1,"female"
"3462",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3463",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3464",2105,"Ashley","Will","statement",1,"female",2,"male"
"3465",2105,"Will","Vika","question",2,"male",5,"female"
"3466",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3467",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3468",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3469",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3470",2105,"Vika","Oleg","statement",5,"female",4,"male"
"3471",2105,"Oleg","Ashley","statement",4,"male",1,"female"
"3472",2105,"Ashley","Vika","question",1,"female",5,"female"
"3473",2105,"Vika","Ashley","statement",5,"female",1,"female"
"3474",2105,"Ashley","Oleg","statement",1,"female",4,"male"
"3475",2105,"Oleg","Vika","statement",4,"male",5,"female"
"3476",2105,"Vika","Will","statement",5,"female",2,"male"
"3477",2105,"Will","Will","statement",2,"male",2,"male"
"3478",2105,"Will","Oleg","statement",2,"male",4,"male"
"3479",2105,"Oleg","Will","statement",4,"male",2,"male"
"3480",2105,"Will","Vika","statement",2,"male",5,"female"
"3481",2105,"Vika","Will","statement",5,"female",2,"male"
"3482",2105,"Will","Ashley","backchannel",2,"male",1,"female"
"3483",2105,"Ashley","Vika","statement",1,"female",5,"female"
"3484",2105,"Vika","Saleh","statement",5,"female",3,"male"
"3485",2105,"Saleh","Ashley","question",3,"male",1,"female"
"3486",2105,"Ashley","Saleh","question",1,"female",3,"male"
"3487",2105,"Saleh","Ashley","statement",3,"male",1,"female"
"3488",2105,"Ashley","Oleg","question",1,"female",4,"male"
"3489",2105,"Oleg","Vika","question",4,"male",5,"female"
"3490",2105,"Vika","Saleh","statement",5,"female",3,"male"
"3491",2105,"Saleh","Ashley","statement",3,"male",1,"female"
